,SKU,keyword,Category,Mapped keyword
115,"Helly-Hansen Mens LIFA Merino Midweight 1/2 Zip Base Layer Shirt, 639 Electric Blue, XX-Large","['helly-hansen', 'mens', 'lifa', 'merino', 'midweight', '1/2', 'zip', 'base', 'layer', 'shirt', '639', 'electric', 'blue', 'xx-large']",Shirts and Tops,layer
116,"Marmot Womens Sonora Sherpa Jacket, Sea Salt, Large","['marmot', 'womens', 'sonora', 'sherpa', 'jacket', 'sea', 'salt', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
117,"Marmot Womens Olden Polartec Fleece Hoody, Enamel Blue, Small","['marmot', 'womens', 'olden', 'polartec', 'fleece', 'hoody', 'enamel', 'blue', 'small']","Sweaters, Hoodies, Sweatshirts",fleece
118,"Marmot Menâ€™s Drop Line Jacket | Lightweight, Sweater Fleece, Steel Onyx, Small","['marmot', 'menaTMs', 'drop', 'line', 'jacket', '|', 'lightweight', 'sweater', 'fleece', 'steel', 'onyx', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
119,MARMOT Women's Culebra Peak Short-Sleeve T-Shirt Charcoal,"['marmot', 'women', 'culebra', 'peak', 'short-sleeve', 't-shirt', 'charcoal']",Shirts and Tops,t-shirt
120,"Marmot Menâ€™s PreCip Jacket | Lightweight, Waterproof, Blue Sapphire, Large","['marmot', 'menaTMs', 'precip', 'jacket', '|', 'lightweight', 'waterproof', 'blue', 'sapphire', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
121,"Marmot Womenâ€™s Montreal Puffer Coat | Down-Insulated, Water-Resistant, Glacier Grey, X-Small","['marmot', 'womenaTMs', 'montreal', 'puffer', 'coat', '|', 'down-insulated', 'water-resistant', 'glacier', 'grey', 'x-small']","Jackets, Coats, Parkas, and Bombers",puffer
122,"MARMOT Mens Polartec Baselayer Long-Sleeve Crew Neck, Black, X-Large","['marmot', 'mens', 'polartec', 'baselayer', 'long-sleeve', 'crew', 'neck', 'black', 'x-large']",,NA
123,"Marmot Ajax Boys' Down Puffer Jacket, Fill Power 600, Cobalt Blue, Medium","['marmot', 'ajax', ""boys'"", 'down', 'puffer', 'jacket', 'fill', 'power', '600', 'cobalt', 'blue', 'medium']","Jackets, Coats, Parkas, and Bombers",puffer
124,"Marmot Drop Line 1/2 Zip Men's Pullover Jacket, Lightweight 100-Weight Sweater Fleece, Steel Onyx, Small","['marmot', 'drop', 'line', '1/2', 'zip', 'men', 'pullover', 'jacket', 'lightweight', '100-weight', 'sweater', 'fleece', 'steel', 'onyx', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
125,"Marmot Menâ€™s Minimalist Jacket | Lightweight, Waterproof, Windproof, Black, Small -Top","['marmot', 'menaTMs', 'minimalist', 'jacket', '|', 'lightweight', 'waterproof', 'windproof', 'black', 'small', '-top']","Jackets, Coats, Parkas, and Bombers",jacket
126,"Marmot Womenâ€™s PreCip Rain Jacket | Lightweight, Waterproof, Black, Medium","['marmot', 'womenaTMs', 'precip', 'rain', 'jacket', '|', 'lightweight', 'waterproof', 'black', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
127,"MARMOT Mens Polartec Baselayer Moisture-Wicking Tights, Black, XX-Large","['marmot', 'mens', 'polartec', 'baselayer', 'moisture-wicking', 'tights', 'black', 'xx-large']",Bottoms,tights
128,"MARMOT Menâ€™s PreCip Full-Zip Pant | Lightweight, Waterproof, Jet Black, Medium","['marmot', 'menaTMs', 'precip', 'full-zip', 'pant', '|', 'lightweight', 'waterproof', 'jet', 'black', 'medium']",Bottoms,pant
129,"Marmot Men's Minimalist Jacket | Lightweight, Waterproof | Whiskey Brown, Large","['marmot', 'men', 'minimalist', 'jacket', '|', 'lightweight', 'waterproof', '|', 'whiskey', 'brown', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
130,"Marmot Tempo Men's Softshell Jacket, Slate Grey, X-Large","['marmot', 'tempo', 'men', 'softshell', 'jacket', 'slate', 'grey', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
131,"Marmot Womenâ€™s Chelsea Rain Coat | Down-Insulated, Waterproof, Platinum, Small","['marmot', 'womenaTMs', 'chelsea', 'rain', 'coat', '|', 'down-insulated', 'waterproof', 'platinum', 'small']","Jackets, Coats, Parkas, and Bombers",coat
132,"MARMOT Men's Shadows Hat, Black, One Size","['marmot', 'men', 'shadows', 'hat', 'black', 'one', 'size']",Headwear and Neckwear,hat
133,"Marmot Womenâ€™s Ithaca Puffer Jacket | Down-Insulated, Water-Resistant, Jet Black, X-Small","['marmot', 'womenaTMs', 'ithaca', 'puffer', 'jacket', '|', 'down-insulated', 'water-resistant', 'jet', 'black', 'x-small']","Jackets, Coats, Parkas, and Bombers",puffer
134,MARMOT Women's Strollbridge Jacket - Black - Medium,"['marmot', 'women', 'strollbridge', 'jacket', '-', 'black', '-', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
135,"Marmot Women's Rocklin 1/2 Zip Jacket | Lightweight, Fleece, Black, Medium","['marmot', 'women', 'rocklin', '1/2', 'zip', 'jacket', '|', 'lightweight', 'fleece', 'black', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
136,"Marmot Mens Fleece Hoody, New Black, Large","['marmot', 'mens', 'fleece', 'hoody', 'new', 'black', 'large']","Sweaters, Hoodies, Sweatshirts",fleece
137,"MARMOT Women's PreCip Eco Full Zip Pant, Black, Medium","['marmot', 'women', 'precip', 'eco', 'full', 'zip', 'pant', 'black', 'medium']",Bottoms,pant
138,"Marmot Men's Windridge ss T-Shirt, White, Large","['marmot', 'men', 'windridge', 'ss', 't-shirt', 'white', 'large']",Shirts and Tops,t-shirt
139,"Marmot Tempo Women's Softshell Jacket, Jet Black, Large","['marmot', 'tempo', 'women', 'softshell', 'jacket', 'jet', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
140,MARMOT Coastal Hoodie Dark Steel Heather MD,"['marmot', 'coastal', 'hoodie', 'dark', 'steel', 'heather', 'md']","Sweaters, Hoodies, Sweatshirts",hoodie
141,"Marmot Ether Boys' Lightweight Hooded Windbreaker Jacket, Vintage Navy, X-Large","['marmot', 'ether', ""boys'"", 'lightweight', 'hooded', 'windbreaker', 'jacket', 'vintage', 'navy', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
142,"Marmot Women's Rocklin Jacket | Lightweight, Fleece, Black, Large","['marmot', 'women', 'rocklin', 'jacket', '|', 'lightweight', 'fleece', 'black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
143,MARMOT Wiley Jacket Black SM,"['marmot', 'wiley', 'jacket', 'black', 'sm']","Jackets, Coats, Parkas, and Bombers",jacket
144,"Marmot Women's Montreal Knee-Length Down Puffer Coat, Bright Steel, Medium","['marmot', 'women', 'montreal', 'knee-length', 'down', 'puffer', 'coat', 'bright', 'steel', 'medium']","Jackets, Coats, Parkas, and Bombers",puffer
145,"Marmot Boysâ€™ PreCip Jacket | Lightweight, Waterproof, Vintage Navy, Large","['marmot', 'boysaTM', 'precip', 'jacket', '|', 'lightweight', 'waterproof', 'vintage', 'navy', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
146,"Marmot Mens Retro Mesh Trucker Hat , Varsity Blue/Arctic Navy","['marmot', 'mens', 'retro', 'mesh', 'trucker', 'hat', '', 'varsity', 'blue/arctic', 'navy']",Headwear and Neckwear,hat
147,"Marmot Women's Minimalist Component Jacket, Arctic Navy, Small","['marmot', 'women', 'minimalist', 'component', 'jacket', 'arctic', 'navy', 'small']","Jackets, Coats, Parkas, and Bombers",jacket
148,"Marmot Stockholm Men's Down Puffer Jacket, Fill Power 700, Jet Black, X-Large","['marmot', 'stockholm', 'men', 'down', 'puffer', 'jacket', 'fill', 'power', '700', 'jet', 'black', 'x-large']","Jackets, Coats, Parkas, and Bombers",puffer
149,"Marmot Essential Women's Lightweight Waterproof Rain Jacket, GORE-TEX with PACLITE Technology, Jet Black, X-Small","['marmot', 'essential', 'women', 'lightweight', 'waterproof', 'rain', 'jacket', 'gore-tex', 'with', 'paclite', 'technology', 'jet', 'black', 'x-small']","Jackets, Coats, Parkas, and Bombers",jacket
150,"Marmot Women's Rom Jacket, Lilac/Electric Purple, X-Small","['marmot', 'women', 'rom', 'jacket', 'lilac/electric', 'purple', 'x-small']","Jackets, Coats, Parkas, and Bombers",jacket
151,MARMOT Women's Highlander Hoody - Black - L,"['marmot', 'women', 'highlander', 'hoody', '-', 'black', '-', 'l']","Sweaters, Hoodies, Sweatshirts",hoody
152,Marmot Kids Montreaux II Winter Coat,"['marmot', 'kids', 'montreaux', 'ii', 'winter', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
153,MARMOT Men's Culebra Peak Short-Sleeve T-Shirt White,"['marmot', 'men', 'culebra', 'peak', 'short-sleeve', 't-shirt', 'white']",Shirts and Tops,t-shirt
154,MARMOT 98140 - Men's Reactor Jacket Black,"['marmot', '98140', '-', 'men', 'reactor', 'jacket', 'black']","Jackets, Coats, Parkas, and Bombers",jacket
155,"Marmot Women's Chelsea Waterproof Down Rain Coat, Fill Power 700, Steel Onyx, Small","['marmot', 'women', 'chelsea', 'waterproof', 'down', 'rain', 'coat', 'fill', 'power', '700', 'steel', 'onyx', 'small']","Jackets, Coats, Parkas, and Bombers",coat
156,"Marmot Women's Phoenix Jacket, Medium, Arctic Navy","['marmot', 'women', 'phoenix', 'jacket', 'medium', 'arctic', 'navy']","Jackets, Coats, Parkas, and Bombers",jacket
157,"Marmot Womenâ€™s Jena Jacket | Down-Insulated, Lightweight, Silver, Medium","['marmot', 'womenaTMs', 'jena', 'jacket', '|', 'down-insulated', 'lightweight', 'silver', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
158,MARMOT Aerobora Long Sleeve Shirt Cinder SM,"['marmot', 'aerobora', 'long', 'sleeve', 'shirt', 'cinder', 'sm']",Shirts and Tops,shirt
159,"Columbia Mens PFG Backcast III Water Short, Vivid Blue, Medium Short","['columbia', 'mens', 'pfg', 'backcast', 'iii', 'water', 'short', 'vivid', 'blue', 'medium', 'short']",,NA
160,"Columbia Men's Bahama II Long Sleeve Shirt, White, Large","['columbia', 'men', 'bahama', 'ii', 'long', 'sleeve', 'shirt', 'white', 'large']",Shirts and Tops,shirt
161,"Columbia Baby Toddler Benton Springs Fleece Jacket, Lapis Blue, 3T","['columbia', 'baby', 'toddler', 'benton', 'springs', 'fleece', 'jacket', 'lapis', 'blue', '3t']","Jackets, Coats, Parkas, and Bombers",jacket
162,"Columbia Men's Bahama II UPF 30 Short Sleeve PFG Fishing Shirt, Collegiate Navy, X-Large","['columbia', 'men', 'bahama', 'ii', 'upf', '30', 'short', 'sleeve', 'pfg', 'fishing', 'shirt', 'collegiate', 'navy', 'x-large']",Shirts and Tops,shirt
163,"Columbia Men's Steens Mountain 2.0 Full Zip Fleece Jacket, Black, X-Large","['columbia', 'men', 'steens', 'mountain', '20', 'full', 'zip', 'fleece', 'jacket', 'black', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
164,"Columbia Womens Benton Springs Full Zip Fleece, Charcoal Heather, Medium","['columbia', 'womens', 'benton', 'springs', 'full', 'zip', 'fleece', 'charcoal', 'heather', 'medium']","Sweaters, Hoodies, Sweatshirts",fleece
165,"Columbia Men's Terminal Tackle Long Sleeve Shirt, White/Nightshade Logo, Large","['columbia', 'men', 'terminal', 'tackle', 'long', 'sleeve', 'shirt', 'white/nightshade', 'logo', 'large']",Shirts and Tops,shirt
166,"Columbia Mens Bahama Vent PFG Boat Shoe, Titanium MHW/Bright Red, 10 US","['columbia', 'mens', 'bahama', 'vent', 'pfg', 'boat', 'shoe', 'titanium', 'mhw/bright', 'red', '10', 'us']",Footwear,shoe
167,"Columbia Men's Utilizer Polo, White, X-Large","['columbia', 'men', 'utilizer', 'polo', 'white', 'x-large']",Shirts and Tops,polo
168,"Columbia Flex ROC Pant Mens, Flax, 34W x 32L","['columbia', 'flex', 'roc', 'pant', 'mens', 'flax', '34w', 'x', '32l']",Bottoms,pant
169,"Columbia Men's Rugged Ridge Outdoor Pant, Collegiate Navy, 34","['columbia', 'men', 'rugged', 'ridge', 'outdoor', 'pant', 'collegiate', 'navy', '34']",Bottoms,pant
170,"Columbia Men's Thistletown Park Crew Short Sleeve Tee, Medium - Surplus Green Heather","['columbia', 'men', 'thistletown', 'park', 'crew', 'short', 'sleeve', 'tee', 'medium', '-', 'surplus', 'green', 'heather']",Shirts and Tops,tee
171,"Columbia Men's CLG Terminal Tackle Long Sleeve Shirt, FSU - Charcoal Heather, LT","['columbia', 'men', 'clg', 'terminal', 'tackle', 'long', 'sleeve', 'shirt', 'fsu', '-', 'charcoal', 'heather', 'lt']",Shirts and Tops,shirt
172,"Columbia Men's Hart Mountain II Hoodie, Stone Green Heather/Shark Heather, X-Large","['columbia', 'men', 'hart', 'mountain', 'ii', 'hoodie', 'stone', 'green', 'heather/shark', 'heather', 'x-large']","Sweaters, Hoodies, Sweatshirts",hoodie
173,"Columbia Women's Anytime Casual Skort, City Grey, X-Large","['columbia', 'women', 'anytime', 'casual', 'skort', 'city', 'grey', 'x-large']",Bottoms,skort
174,"Columbia Men's Bonehead Short Sleeve Shirt,White,X-Large","['columbia', 'men', 'bonehead', 'short', 'sleeve', 'shirtwhitex-large']",Shirts and Tops,sleeve
175,"Columbia Men's Ascender Softshell Jacket, Stone Green, X-Large","['columbia', 'men', 'ascender', 'softshell', 'jacket', 'stone', 'green', 'x-large']","Jackets, Coats, Parkas, and Bombers",jacket
176,"Columbia Youth Boys Backcast Short, Red Hibiscus, Large","['columbia', 'youth', 'boys', 'backcast', 'short', 'red', 'hibiscus', 'large']",,NA
177,"Columbia Unisex Bora Bora Booney, City Grey, One Size","['columbia', 'unisex', 'bora', 'bora', 'booney', 'city', 'grey', 'one', 'size']",,NA
178,"Columbia Men's Trek Hoodie, Black/City Grey, Medium","['columbia', 'men', 'trek', 'hoodie', 'black/city', 'grey', 'medium']","Sweaters, Hoodies, Sweatshirts",hoodie
179,"Columbia Men's Buxton Peak Mid II Hiking Shoe, Cordovan/Black, 12","['columbia', 'men', 'buxton', 'peak', 'mid', 'ii', 'hiking', 'shoe', 'cordovan/black', '12']",Footwear,shoe
180,"Columbia Women's Newton Ridge Plus Waterproof Amped, Elk/Mountain Red, 8.5","['columbia', 'women', 'newton', 'ridge', 'plus', 'waterproof', 'amped', 'elk/mountain', 'red', '85']",,NA
181,"Columbia Women's Chillin Sweater, Chalk Houndstooth, Small","['columbia', 'women', 'chillin', 'sweater', 'chalk', 'houndstooth', 'small']","Sweaters, Hoodies, Sweatshirts",sweater
182,"Columbia Men's Labyrinth Loop Jacket, Dark Amber/Black, Large","['columbia', 'men', 'labyrinth', 'loop', 'jacket', 'dark', 'amber/black', 'large']","Jackets, Coats, Parkas, and Bombers",jacket
183,"Columbia Men's Fairbanks Low, Graphite/Black, 11","['columbia', 'men', 'fairbanks', 'low', 'graphite/black', '11']",,NA
184,Columbia Balance Pointâ„¢ Walking - Quarter 2-Pack Charcoal 10-13 (Shoe Size 6-12 US Men's),"['columbia', 'balance', 'pointa', 'walking', '-', 'quarter', '2-pack', 'charcoal', '10-13', 'shoe', 'size', '6-12', 'us', 'men']",Footwear,shoe
185,"Columbia Standard Mesh Ballcap, Titanium, Color Weld, Large/X-Large","['columbia', 'standard', 'mesh', 'ballcap', 'titanium', 'color', 'weld', 'large/x-large']",,NA
186,"Columbia Womenâ€™s PFG Bahama Short Sleeve Shirt, White Cap, X-Large","['columbia', 'womenaTMs', 'pfg', 'bahama', 'short', 'sleeve', 'shirt', 'white', 'cap', 'x-large']",Shirts and Tops,shirt
187,"Columbia Youth Boys' PFG Terminal Tackle Short, Sun Protection, Quick Drying","['columbia', 'youth', ""boys'"", 'pfg', 'terminal', 'tackle', 'short', 'sun', 'protection', 'quick', 'drying']",,NA
188,"Columbia Men's Thistletown Hills Short Sleeve, Collegiate Navy Heather, Medium","['columbia', 'men', 'thistletown', 'hills', 'short', 'sleeve', 'collegiate', 'navy', 'heather', 'medium']",Shirts and Tops,sleeve
189,"Columbia Women's Saturday Trail Water & Stain Repellent Stretch Pant, City Grey, 8 x Regular","['columbia', 'women', 'saturday', 'trail', 'water', '&', 'stain', 'repellent', 'stretch', 'pant', 'city', 'grey', '8', 'x', 'regular']",Bottoms,pant
190,"Columbia Men's Washed Out Short, Crouton, 34W x 10L","['columbia', 'men', 'washed', 'out', 'short', 'crouton', '34w', 'x', '10l']",,NA
191,"Columbia Women's Benton Springs II Long Hoodie, Charcoal Heather, X-Small","['columbia', 'women', 'benton', 'springs', 'ii', 'long', 'hoodie', 'charcoal', 'heather', 'x-small']","Sweaters, Hoodies, Sweatshirts",hoodie
192,"Columbia PFG Americana Saltwater Fish Flag T-Shirt (L, Columbia Navy)","['columbia', 'pfg', 'americana', 'saltwater', 'fish', 'flag', 't-shirt', 'l', 'columbia', 'navy']",Shirts and Tops,t-shirt
193,"Columbia Men's Cobble Creek Utility Pant, Ancient Fossil, 38W x 30L","['columbia', 'men', 'cobble', 'creek', 'utility', 'pant', 'ancient', 'fossil', '38w', 'x', '30l']",Bottoms,pant
194,"Columbia Men's Plateau Hiking Shoe, Monument/Red Quartz, 12","['columbia', 'men', 'plateau', 'hiking', 'shoe', 'monument/red', 'quartz', '12']",Footwear,shoe
195,"Columbia Women's Hatana Max Outdry Hiking Shoe, Dark Grey/Electric Turquoise, 9","['columbia', 'women', 'hatana', 'max', 'outdry', 'hiking', 'shoe', 'dark', 'grey/electric', 'turquoise', '9']",Footwear,shoe
196,"Columbia Men's Collegiate Terminal Tackle Fleece 1/4 Zip, MS Grey, Large","['columbia', 'men', 'collegiate', 'terminal', 'tackle', 'fleece', '1/4', 'zip', 'ms', 'grey', 'large']","Sweaters, Hoodies, Sweatshirts",fleece
197,"Columbia Women's Anytime Casual Pull On Pant, City Grey, Large","['columbia', 'women', 'anytime', 'casual', 'pull', 'on', 'pant', 'city', 'grey', 'large']",Bottoms,pant
198,"Columbia Men's Brewha II Short, UPF 50 Sun Protection, Fast Drying","['columbia', 'men', 'brewha', 'ii', 'short', 'upf', '50', 'sun', 'protection', 'fast', 'drying']",,NA
199,"Columbia Men's Trollers Best Short Sleeve Shirt, Carbon Festive Fishin Print, Large","['columbia', 'men', 'trollers', 'best', 'short', 'sleeve', 'shirt', 'carbon', 'festive', 'fishin', 'print', 'large']",Shirts and Tops,shirt
200,"Barbour Mens Heritage Liddesdale Coat, M Black","['barbour', 'mens', 'heritage', 'liddesdale', 'coat', 'm', 'black']","Jackets, Coats, Parkas, and Bombers",coat
201,"Barbour Men's Wax Holdall Bag, Olive, Green, Black, One Size","['barbour', 'men', 'wax', 'holdall', 'bag', 'olive', 'green', 'black', 'one', 'size']",,NA
202,"Barbour Mens Heritage Liddesdale Jacket, L","['barbour', 'mens', 'heritage', 'liddesdale', 'jacket', 'l']","Jackets, Coats, Parkas, and Bombers",jacket
203,"Barbour Men's Ashby Waxed Cotton Jacket, Olive, 2XLarge","['barbour', 'men', 'ashby', 'waxed', 'cotton', 'jacket', 'olive', '2xlarge']","Jackets, Coats, Parkas, and Bombers",jacket
204,"Barbour Mens Heritage Lidde Quilted Jacket, XXL, Blue","['barbour', 'mens', 'heritage', 'lidde', 'quilted', 'jacket', 'xxl', 'blue']","Jackets, Coats, Parkas, and Bombers",jacket
205,Barbour Womens Wilton Snow Wellingtons Chelsea Rubber Waterproof Boots - Olive - 9,"['barbour', 'womens', 'wilton', 'snow', 'wellingtons', 'chelsea', 'rubber', 'waterproof', 'boots', '-', 'olive', '-', '9']",Footwear,boots
206,Barbour Womens Banbury Rubber Mid-Cut Rain Walking Back Logo Wellingtons - Navy - 10,"['barbour', 'womens', 'banbury', 'rubber', 'mid-cut', 'rain', 'walking', 'back', 'logo', 'wellingtons', '-', 'navy', '-', '10']",Rainwear,rain
207,Barbour Womens Abigail Casual Leather Smart Winter Ankle Heeled Boots - Black - 8.5,"['barbour', 'womens', 'abigail', 'casual', 'leather', 'smart', 'winter', 'ankle', 'heeled', 'boots', '-', 'black', '-', '85']",Footwear,boots
208,Barbour Womens Bede Mid Calf Waterproof Snow Winter Wellingtons Boots - Olive - 5-36,"['barbour', 'womens', 'bede', 'mid', 'calf', 'waterproof', 'snow', 'winter', 'wellingtons', 'boots', '-', 'olive', '-', '5-36']",Footwear,boots
209,"Barbour Tartan Boucle Scarf, Caramel, OS","['barbour', 'tartan', 'boucle', 'scarf', 'caramel', 'os']",Headwear and Neckwear,scarf
210,"Barbour Womens Beadnell Wax Jacket, 10, Black","['barbour', 'womens', 'beadnell', 'wax', 'jacket', '10', 'black']","Jackets, Coats, Parkas, and Bombers",jacket
211,Barbour Mens Bede Winter Mid Calf Snow Waterproof Rain Wellington Boots - Navy - 9-42,"['barbour', 'mens', 'bede', 'winter', 'mid', 'calf', 'snow', 'waterproof', 'rain', 'wellington', 'boots', '-', 'navy', '-', '9-42']",Rainwear,rain
212,"Barbour Womens Beadnell Wax Jacket, 16, Black","['barbour', 'womens', 'beadnell', 'wax', 'jacket', '16', 'black']","Jackets, Coats, Parkas, and Bombers",jacket
213,Barbour Womens Abbey Tall Rubber Rain Walking Fashion Back Logo Wellingtons - Olive - 10,"['barbour', 'womens', 'abbey', 'tall', 'rubber', 'rain', 'walking', 'fashion', 'back', 'logo', 'wellingtons', '-', 'olive', '-', '10']",Rainwear,rain
214,"Barbour Men's Bedale Wax Jacket (38, SAGE)","['barbour', 'men', 'bedale', 'wax', 'jacket', '38', 'sage']","Jackets, Coats, Parkas, and Bombers",jacket
215,Barbour Wytherstone Women's Waterproof Rain Jacket - Navy (6),"['barbour', 'wytherstone', 'women', 'waterproof', 'rain', 'jacket', '-', 'navy', '6']","Jackets, Coats, Parkas, and Bombers",jacket
216,"Barbour Womens Beadnell Wax Jacket, 14 Olive","['barbour', 'womens', 'beadnell', 'wax', 'jacket', '14', 'olive']","Jackets, Coats, Parkas, and Bombers",jacket
217,Barbour Mens Monty Winter Warm Faux Fur Moccasin Slippers - Classic Tartan - 10,"['barbour', 'mens', 'monty', 'winter', 'warm', 'faux', 'fur', 'moccasin', 'slippers', '-', 'classic', 'tartan', '-', '10']",Footwear,moccasin
218,Barbour Wytherstone Women's Waterproof Rain Jacket - Green (4),"['barbour', 'wytherstone', 'women', 'waterproof', 'rain', 'jacket', '-', 'green', '4']","Jackets, Coats, Parkas, and Bombers",jacket
219,Barbour Womens Lottie Winter Warm Luxury Faux Fur Cross-Over Slippers - Choco/Classic Tartan - 9,"['barbour', 'womens', 'lottie', 'winter', 'warm', 'luxury', 'faux', 'fur', 'cross-over', 'slippers', '-', 'choco/classic', 'tartan', '-', '9']",,NA
220,"Barbour Men's Monty Slippers, Camel, Tan, 12 Medium US","['barbour', 'men', 'monty', 'slippers', 'camel', 'tan', '12', 'medium', 'us']",,NA
221,Women's Ankle Tie Espadrille Wedge Sandals,"['women', 'ankle', 'tie', 'espadrille', 'wedge', 'sandals']",Footwear,espadrille
222,Merritt Hooded Down Parka,"['merritt', 'hooded', 'down', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
223,Nanaimo Lightweight Rain Jacket,"['nanaimo', 'lightweight', 'rain', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
224,Cavalry Fleece Lined Diamond-Quilted Gilet,"['cavalry', 'fleece', 'lined', 'diamond-quilted', 'gilet']","Sweaters, Hoodies, Sweatshirts",fleece
225,Attitude Quarter-Zip Fleece Jacket,"['attitude', 'quarter-zip', 'fleece', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
226,Woodmont Hooded Parka,"['woodmont', 'hooded', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
227,Nuptse Hooded Belted Down Parka,"['nuptse', 'hooded', 'belted', 'down', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
228,Sapper Waxed Cotton Jacket,"['sapper', 'waxed', 'cotton', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
229,Unisex Moka Long Down Coat - Little Kid,"['unisex', 'moka', 'long', 'down', 'coat', '-', 'little', 'kid']","Jackets, Coats, Parkas, and Bombers",coat
230,Chelsea Hooded Down Parka - 100% Exclusive,"['chelsea', 'hooded', 'down', 'parka', '-', '100%', 'exclusive']","Jackets, Coats, Parkas, and Bombers",parka
231,Chateau Down Parka,"['chateau', 'down', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
232,Women's Brixton Collapsible Apron Toe Loafers,"['women', 'brixton', 'collapsible', 'apron', 'toe', 'loafers']",Footwear,loafers
233,Galium Hooded Long Jacket,"['galium', 'hooded', 'long', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
234,"Girls' Logo Tee - Little Kid, Big Kid","[""girls'"", 'logo', 'tee', '-', 'little', 'kid', 'big', 'kid']",Shirts and Tops,tee
235,Women's Aubri Kitten Heel Pumps,"['women', 'aubri', 'kitten', 'heel', 'pumps']",Footwear,pumps
236,"Unisex Bady Puffer Jacket - Little Kid, Big Kid","['unisex', 'bady', 'puffer', 'jacket', '-', 'little', 'kid', 'big', 'kid']","Jackets, Coats, Parkas, and Bombers",puffer
237,"Boys' Monogram Quilted Panel Jacket - Little Kid, Big Kid","[""boys'"", 'monogram', 'quilted', 'panel', 'jacket', '-', 'little', 'kid', 'big', 'kid']","Jackets, Coats, Parkas, and Bombers",jacket
238,Women's Pilar GG MatelassÃ© Espadrille Flats,"['women', 'pilar', 'gg', 'matelassa', 'espadrille', 'flats']",Footwear,flats
239,Women's Princetown Apron Toe Mules,"['women', 'princetown', 'apron', 'toe', 'mules']",Footwear,mules
240,Classic Check Cashmere Scarf,"['classic', 'check', 'cashmere', 'scarf']",Headwear and Neckwear,scarf
241,Women's Original GG Slide Sandals,"['women', 'original', 'gg', 'slide', 'sandals']",Footwear,sandals
242,Lockeport Jacket,"['lockeport', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
243,Women's Slide Sandals,"['women', 'slide', 'sandals']",Footwear,sandals
244,Denali 2 Tie Dyed Jacket,"['denali', '2', 'tie', 'dyed', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
245,Bucket Hat,"['bucket', 'hat']",Headwear and Neckwear,hat
246,Venture 2 DWR Packable Hooded Jacket,"['venture', '2', 'dwr', 'packable', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
247,Crofton Down Parka,"['crofton', 'down', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
248,Nylon Stretch Packable Quilted Hooded Down Jacket,"['nylon', 'stretch', 'packable', 'quilted', 'hooded', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
249,Women's GG Multicolor Platform Slide Sandals,"['women', 'gg', 'multicolor', 'platform', 'slide', 'sandals']",Footwear,sandals
250,Betony Striped Tie Waist Shirt,"['betony', 'striped', 'tie', 'waist', 'shirt']",Shirts and Tops,shirt
251,Men's Larkhall Logo Vintage Check Low Top Sneakers,"['men', 'larkhall', 'logo', 'vintage', 'check', 'low', 'top', 'sneakers']",Shirts and Tops,top
252,Alliston Hooded Down Parka,"['alliston', 'hooded', 'down', 'parka']","Jackets, Coats, Parkas, and Bombers",parka
253,Box NSE Hoodie,"['box', 'nse', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
254,Men's Suede Shearling Lined Hiking Boots,"['men', 'suede', 'shearling', 'lined', 'hiking', 'boots']",Footwear,boots
255,Men's Arthur Chunky Low Top Sneakers,"['men', 'arthur', 'chunky', 'low', 'top', 'sneakers']",Shirts and Tops,top
256,"Boys' Detachable Hood Monogram Quilted Coat - Little Kid, Big Kid","[""boys'"", 'detachable', 'hood', 'monogram', 'quilted', 'coat', '-', 'little', 'kid', 'big', 'kid']","Jackets, Coats, Parkas, and Bombers",coat
