,SKU,keyword,Category,Mapped keyword
937,"Gucci Rush Eau de Toilette, Perfume for Women, 1.7 Oz","['gucci', 'rush', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '17', 'oz']",JUNK,perfume
938,"Flora Gorgeous Gardenia by Gucci, 1 oz EDT Spray for Women","['flora', 'gorgeous', 'gardenia', 'by', 'gucci', '1', 'oz', 'edt', 'spray', 'for', 'women']",,NA
939,"Gucci Guilty Absolute Eau de Parfum, Perfume for Women, 1.6 Oz","['gucci', 'guilty', 'absolute', 'eau', 'de', 'parfum', 'perfume', 'for', 'women', '16', 'oz']",JUNK,parfum
940,Gucci Havana Round Sunglasses,"['gucci', 'havana', 'round', 'sunglasses']",,NA
941,Gucci Bamboo by Gucci for Women - 2.5 oz EDT Spray,"['gucci', 'bamboo', 'by', 'gucci', 'for', 'women', '-', '25', 'oz', 'edt', 'spray']",,NA
942,"Gucci Guilty Pour Femme Eau De Parfum Spray, Perfume for Women, 3 Oz","['gucci', 'guilty', 'pour', 'femme', 'eau', 'de', 'parfum', 'spray', 'perfume', 'for', 'women', '3', 'oz']",JUNK,parfum
943,"Gucci Bloom Nettare Di Fiori Eau De Parfum Intense Spray, Perfume for Women, 1.6 Oz","['gucci', 'bloom', 'nettare', 'di', 'fiori', 'eau', 'de', 'parfum', 'intense', 'spray', 'perfume', 'for', 'women', '16', 'oz']",JUNK,parfum
944,Gucci 12196275 Flora Generous Violet By Gucci Edt Spray 1.7 Oz,"['gucci', '12196275', 'flora', 'generous', 'violet', 'by', 'gucci', 'edt', 'spray', '17', 'oz']",,NA
945,Columbia Women's Autumn Park Down Jacket,"['columbia', 'women', 'autumn', 'park', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
946,"GUCCI BLOOM PROFUMO DI FIORI by Gucci , EAU DE PARFUM SPRAY 1 OZ","['gucci', 'bloom', 'profumo', 'di', 'fiori', 'by', 'gucci', '', 'eau', 'de', 'parfum', 'spray', '1', 'oz']",JUNK,parfum
947,GUCCI BLOOM PROFUMO DI FIORI by Gucci EAU DE PARFUM SPRAY 3.3 OZ,"['gucci', 'bloom', 'profumo', 'di', 'fiori', 'by', 'gucci', 'eau', 'de', 'parfum', 'spray', '33', 'oz']",JUNK,parfum
948,Gucci - Guilty Pour Femme Eau De Toilette Spray 90ml/3oz,"['gucci', '-', 'guilty', 'pour', 'femme', 'eau', 'de', 'toilette', 'spray', '90ml/3oz']",,NA
949,Flora by Gucci by Gucci for Women - 1 oz EDT Spray,"['flora', 'by', 'gucci', 'by', 'gucci', 'for', 'women', '-', '1', 'oz', 'edt', 'spray']",,NA
950,Gucci Panto Gold Ladies Sunglasses,"['gucci', 'panto', 'gold', 'ladies', 'sunglasses']",,NA
951,Gucci Guilty Pour Femme Absolute 1 oz Eau De Parfum Spray,"['gucci', 'guilty', 'pour', 'femme', 'absolute', '1', 'oz', 'eau', 'de', 'parfum', 'spray']",JUNK,parfum
952,GUCCI BLOOM WOMEN 2 PIECE GIFT SET - 1.6 OZEAU DE PARFUM SPRAY by GUCCI,"['gucci', 'bloom', 'women', '2', 'piece', 'gift', 'set', '-', '16', 'ozeau', 'de', 'parfum', 'spray', 'by', 'gucci']",JUNK,parfum
953,Gucci Guilty Pour Femme by Gucci 1.6 oz Eau de Toilette Spray,"['gucci', 'guilty', 'pour', 'femme', 'by', 'gucci', '16', 'oz', 'eau', 'de', 'toilette', 'spray']",,NA
954,Columbia Women's Bahama LS Shirt,"['columbia', 'women', 'bahama', 'ls', 'shirt']",Shirts and Tops,shirt
955,Columbia Women's Delta Ridge Down Jacket,"['columbia', 'women', 'delta', 'ridge', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
956,"($239 Value) Gucci Bloom Perfume Gift Set For Women, 3 Pieces","['$239', 'value', 'gucci', 'bloom', 'perfume', 'gift', 'set', 'for', 'women', '3', 'pieces']",JUNK,perfume
957,Gucci Brown Gradient Oval Sunglasses GG0595S 004 59,"['gucci', 'brown', 'gradient', 'oval', 'sunglasses', 'gg0595s', '004', '59']",,NA
958,Gucci Bamboo by Gucci for Women 2.5 oz Eau de Toilette Spray,"['gucci', 'bamboo', 'by', 'gucci', 'for', 'women', '25', 'oz', 'eau', 'de', 'toilette', 'spray']",,NA
959,"Gucci Rush Eau de Toilette, Perfume for Women, 2.5 Oz Full Size","['gucci', 'rush', 'eau', 'de', 'toilette', 'perfume', 'for', 'women', '25', 'oz', 'full', 'size']",JUNK,perfume
960,Columbia Women's Lay D Down II Mid Jacket,"['columbia', 'women', 'lay', 'd', 'down', 'ii', 'mid', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
961,Columbia Women's PHG Roughtail Sherpa Full Zip Jacket,"['columbia', 'women', 'phg', 'roughtail', 'sherpa', 'full', 'zip', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
962,Columbia Women's Powder Lite Jacket,"['columbia', 'women', 'powder', 'lite', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
963,Gucci Guilty Absolute for Men by Gucci 3.0 oz Eau De Parfum Spray,"['gucci', 'guilty', 'absolute', 'for', 'men', 'by', 'gucci', '30', 'oz', 'eau', 'de', 'parfum', 'spray']",JUNK,parfum
964,Gucci Rouge A Levres Satin Lip Colour - # 504 Myra Crimson 74919 3.5g/0.12oz,"['gucci', 'rouge', 'a', 'levres', 'satin', 'lip', 'colour', '-', '#', '504', 'myra', 'crimson', '74919', '35g/012oz']",,NA
965,Gucci G-Frame Green & Red Dial Double Loop Nylon Ladies Watch YA147503,"['gucci', 'g-frame', 'green', '&', 'red', 'dial', 'double', 'loop', 'nylon', 'ladies', 'watch', 'ya147503']",JUNK,watch
966,"Gucci Bamboo Perfume Gift Set for Women, 3 Pieces","['gucci', 'bamboo', 'perfume', 'gift', 'set', 'for', 'women', '3', 'pieces']",JUNK,perfume
967,Columbia Women's Bugaboo II Fleece Interchange Jacket,"['columbia', 'women', 'bugaboo', 'ii', 'fleece', 'interchange', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
968,Columbia 6439 Ladies Benton Springs Full-Zip Fleece,"['columbia', '6439', 'ladies', 'benton', 'springs', 'full-zip', 'fleece']","Sweaters, Hoodies, Sweatshirts",fleece
969,Columbia Women's Winter Pass Sherpa Full Zip Jacket,"['columbia', 'women', 'winter', 'pass', 'sherpa', 'full', 'zip', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
970,Gucci Rouge A Levres Satin Lip Colour - # 502 Eadie Scarlet 74916 3.5g/0.12oz,"['gucci', 'rouge', 'a', 'levres', 'satin', 'lip', 'colour', '-', '#', '502', 'eadie', 'scarlet', '74916', '35g/012oz']",,NA
971,Columbia Women's Voodoo Falls 590 Turbodown Mid Jacket,"['columbia', 'women', 'voodoo', 'falls', '590', 'turbodown', 'mid', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
972,The North Face Women's Shelbe Raschel Hoodie,"['the', 'north', 'face', 'women', 'shelbe', 'raschel', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
973,Columbia Women's Heavenly Jacket,"['columbia', 'women', 'heavenly', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
974,Columbia Women's Glacier View Insulated Jacket,"['columbia', 'women', 'glacier', 'view', 'insulated', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
975,Columbia Women's Here and There Interchange Jacket,"['columbia', 'women', 'here', 'and', 'there', 'interchange', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
976,Gucci Ladies Tortoise Oval Eyeglass Frames GG0751O-002 49,"['gucci', 'ladies', 'tortoise', 'oval', 'eyeglass', 'frames', 'gg0751o-002', '49']",,NA
977,Columbia Women's Whirlibird IV Interchange Jacket,"['columbia', 'women', 'whirlibird', 'iv', 'interchange', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
978,Columbia Women's Autumn Park Down Mid Jacket,"['columbia', 'women', 'autumn', 'park', 'down', 'mid', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
979,Columbia Titanium Women's Snow Country Hooded Jacket,"['columbia', 'titanium', 'women', 'snow', 'country', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
980,Women's The North Face Shelbe Raschel Hoodie,"['women', 'the', 'north', 'face', 'shelbe', 'raschel', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
981,North Face Resolve 2 Jacxket Womens Style : A2vcu,"['north', 'face', 'resolve', '2', 'jacxket', 'womens', 'style', ':', 'a2vcu']",,NA
982,Marmot Women's Chelsea Coat Steel Onyx Large,"['marmot', 'women', 'chelsea', 'coat', 'steel', 'onyx', 'large']","Jackets, Coats, Parkas, and Bombers",coat
983,Marmot Womens Celeste Hooded Raincoat Jacket,"['marmot', 'womens', 'celeste', 'hooded', 'raincoat', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
984,Marmot Women's Wiley Jacket,"['marmot', 'women', 'wiley', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
985,"Marmot Women's Gravity Jacket, Black, Medium","['marmot', 'women', 'gravity', 'jacket', 'black', 'medium']","Jackets, Coats, Parkas, and Bombers",jacket
986,"Marmot Womens Wm's Thea Jacket, Black, XL","['marmot', 'womens', 'wm', 'thea', 'jacket', 'black', 'xl']","Jackets, Coats, Parkas, and Bombers",jacket
987,Marmot Women's Wiley Vest,"['marmot', 'women', 'wiley', 'vest']",Vests,vest
988,Marmot Womens Brooklyn Air Jacket,"['marmot', 'womens', 'brooklyn', 'air', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
989,Marmot Women's Essential Jacket,"['marmot', 'women', 'essential', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
990,Marmot Womens Clarehall Jacket 78890-001,"['marmot', 'womens', 'clarehall', 'jacket', '78890-001']","Jackets, Coats, Parkas, and Bombers",jacket
991,Marmot Women's Strollbridge Jacket,"['marmot', 'women', 'strollbridge', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
992,Marmot Women's Avant Featherless Jacket,"['marmot', 'women', 'avant', 'featherless', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
993,Columbia Women's EvaPOURation Jacket,"['columbia', 'women', 'evapouration', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
994,Columbia Women's Fast Trek II Jacket,"['columbia', 'women', 'fast', 'trek', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
995,Marmot Women's Woodblock SS Tee,"['marmot', 'women', 'woodblock', 'ss', 'tee']",Shirts and Tops,tee
996,Marmot Women's Minimalist Jacket,"['marmot', 'women', 'minimalist', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
997,"Marmot Women's Wiley Fleece Vest, Storm Arctic Navy, Small","['marmot', 'women', 'wiley', 'fleece', 'vest', 'storm', 'arctic', 'navy', 'small']","Sweaters, Hoodies, Sweatshirts",fleece
998,Marmot Women's Montreal Coat,"['marmot', 'women', 'montreal', 'coat']","Jackets, Coats, Parkas, and Bombers",coat
999,Marmot Women's Bridget Midweight Flannel LS Shirt,"['marmot', 'women', 'bridget', 'midweight', 'flannel', 'ls', 'shirt']",Shirts and Tops,shirt
1000,Columbia Women's Heavenly Long Hooded Jacket,"['columbia', 'women', 'heavenly', 'long', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1001,Columbia Women's Snow Diva Insulated Jacket,"['columbia', 'women', 'snow', 'diva', 'insulated', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1002,Gucci Gucci Logo GG0634O Eyeglasses 002,"['gucci', 'gucci', 'logo', 'gg0634o', 'eyeglasses', '002']",,NA
1003,Columbia Women's South Canyon Sherpa Lined Jacket,"['columbia', 'women', 'south', 'canyon', 'sherpa', 'lined', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1004,Columbia Women's Heavenly Vest,"['columbia', 'women', 'heavenly', 'vest']",Vests,vest
1005,Columbia Women's Winter Pass Sherpa Vest,"['columbia', 'women', 'winter', 'pass', 'sherpa', 'vest']",Vests,vest
1006,Columbia Women's Wildside Jacket,"['columbia', 'women', 'wildside', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1007,Columbia Women's Delta Ridge Down Hooded Jacket,"['columbia', 'women', 'delta', 'ridge', 'down', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1008,Columbia Women's Voodoo Falls 590 Turbodown Hooded Jacket,"['columbia', 'women', 'voodoo', 'falls', '590', 'turbodown', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1009,Columbia Women's Heavenly Long Vest,"['columbia', 'women', 'heavenly', 'long', 'vest']",Vests,vest
1010,Columbia Women's Boundary Bay Jacket,"['columbia', 'women', 'boundary', 'bay', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1011,Columbia Women's Splash A Little II Jacket,"['columbia', 'women', 'splash', 'a', 'little', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1012,Columbia Women's Autumn Park Vest,"['columbia', 'women', 'autumn', 'park', 'vest']",Vests,vest
1013,Women's PFG Bahama Long Sleeve Shirt,"['women', 'pfg', 'bahama', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1014,Columbia Women's Saturday Trail Pant,"['columbia', 'women', 'saturday', 'trail', 'pant']",Bottoms,pant
1015,Columbia 1388261 Terminal Tackle Long-Sleeve T-Shirt,"['columbia', '1388261', 'terminal', 'tackle', 'long-sleeve', 't-shirt']",Shirts and Tops,t-shirt
1016,Columbia Women's Simply Put II Flannel Shirt,"['columbia', 'women', 'simply', 'put', 'ii', 'flannel', 'shirt']",Shirts and Tops,shirt
1017,Columbia 7278 Ladies Tamiami II Long-Sleeve Shirt,"['columbia', '7278', 'ladies', 'tamiami', 'ii', 'long-sleeve', 'shirt']",Shirts and Tops,shirt
1018,Women's PFG Tamiami II Omni-Shade Short Sleeve Shirt - Clear Blue,"['women', 'pfg', 'tamiami', 'ii', 'omni-shade', 'short', 'sleeve', 'shirt', '-', 'clear', 'blue']",Shirts and Tops,shirt
1019,Marmot Montreaux Coat - Girl's-Dark Purple-X-Small,"['marmot', 'montreaux', 'coat', '-', 'girl-dark', 'purple-x-small']","Jackets, Coats, Parkas, and Bombers",coat
1020,Marmot Montreaux Coat - Girl's-True Black-X-Small,"['marmot', 'montreaux', 'coat', '-', 'girl-true', 'black-x-small']","Jackets, Coats, Parkas, and Bombers",coat
1021,"WOOLRICH Women's Textured Wrap In Lana Leopard, One Size","['woolrich', 'women', 'textured', 'wrap', 'in', 'lana', 'leopard', 'one', 'size']",,NA
1022,WOOLRICH Ladies Blanket Wrap In Justine,"['woolrich', 'ladies', 'blanket', 'wrap', 'in', 'justine']",,NA
1023,Columbia Boys Watertight Jacket,"['columbia', 'boys', 'watertight', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1024,53459-001 - Baggy Zipper II 1.5 / Black,"['53459-001', '-', 'baggy', 'zipper', 'ii', '15', '/', 'black']",,NA
1025,Columbia Girls' Toddler Alpine Action II Jacket,"['columbia', ""girls'"", 'toddler', 'alpine', 'action', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1026,Columbia Girls' Alpine Action II Jacket,"['columbia', ""girls'"", 'alpine', 'action', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1027,Columbia Boys' Winter District Jacket,"['columbia', ""boys'"", 'winter', 'district', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1028,Columbia Boys' Rugged Ridge Sherpa Lined Jacket,"['columbia', ""boys'"", 'rugged', 'ridge', 'sherpa', 'lined', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1029,Columbia Boys' Frontrange Jogger,"['columbia', ""boys'"", 'frontrange', 'jogger']",Bottoms,jogger
1030,Columbia Youth Terminal Tackle LS Tee,"['columbia', 'youth', 'terminal', 'tackle', 'ls', 'tee']",Shirts and Tops,tee
1031,Columbia Girls' Winter Powder Quilted Jacket,"['columbia', ""girls'"", 'winter', 'powder', 'quilted', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1032,Columbia Girls' Mighty Mogul II Jacket,"['columbia', ""girls'"", 'mighty', 'mogul', 'ii', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1033,Columbia Girls' Silver Ridge IV Convertible Pant,"['columbia', ""girls'"", 'silver', 'ridge', 'iv', 'convertible', 'pant']",Bottoms,pant
1034,Columbia Youth Boys' Backcast Short,"['columbia', 'youth', ""boys'"", 'backcast', 'short']",,NA
1035,Columbia Toddlers' Buga Set,"['columbia', ""toddlers'"", 'buga', 'set']",,NA
1036,Columbia Boys' Tech Trek 8 Inch Short,"['columbia', ""boys'"", 'tech', 'trek', '8', 'inch', 'short']",,NA
1037,Columbia Girls' Ava Alpine Jacket,"['columbia', ""girls'"", 'ava', 'alpine', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1038,Columbia Girls' Autumn Park Down Jacket,"['columbia', ""girls'"", 'autumn', 'park', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1039,Columbia Boys' Autumn Park Down Jacket,"['columbia', ""boys'"", 'autumn', 'park', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1040,Columbia Boys' Silver Ridge IV Convertible Pant,"['columbia', ""boys'"", 'silver', 'ridge', 'iv', 'convertible', 'pant']",Bottoms,pant
1041,Columbia Girls' Heavenly Long Jacket,"['columbia', ""girls'"", 'heavenly', 'long', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1042,Columbia Girls' Rainy Trails Fleece Lined Jacket,"['columbia', ""girls'"", 'rainy', 'trails', 'fleece', 'lined', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1043,Columbia Youth Tolt Track Stretch Interchange Jacket,"['columbia', 'youth', 'tolt', 'track', 'stretch', 'interchange', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1044,Columbia Girls' Humphrey HillsPuffer Jacket,"['columbia', ""girls'"", 'humphrey', 'hillspuffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1045,Columbia Youth Girls' Benton Springs II Printed Fleece Jacket,"['columbia', 'youth', ""girls'"", 'benton', 'springs', 'ii', 'printed', 'fleece', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1046,Columbia Toddler Girls' Powder Lite Hooded Jacket,"['columbia', 'toddler', ""girls'"", 'powder', 'lite', 'hooded', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1047,Columbia Boys' Humphrey Hills Puffer Jacket,"['columbia', ""boys'"", 'humphrey', 'hills', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
1048,Columbia Boys' Forest Park Down Hooded Puffer Jacket,"['columbia', ""boys'"", 'forest', 'park', 'down', 'hooded', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
1049,Columbia Bugaboo II Youth Unisex Pant Pants,"['columbia', 'bugaboo', 'ii', 'youth', 'unisex', 'pant', 'pants']",Bottoms,pant
1050,Columbia Girls' Bugaboo II Fleece Interchange Jacket,"['columbia', ""girls'"", 'bugaboo', 'ii', 'fleece', 'interchange', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1051,Columbia Girls' Branded French Terry Jogger,"['columbia', ""girls'"", 'branded', 'french', 'terry', 'jogger']",Bottoms,jogger
1052,Columbia Youth Dalby Springs Jacket,"['columbia', 'youth', 'dalby', 'springs', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1053,Columbia Youth Fast Trek Fleece Pant,"['columbia', 'youth', 'fast', 'trek', 'fleece', 'pant']","Sweaters, Hoodies, Sweatshirts",fleece
1054,Columbia Girls' Humphrey Hills Puffer Jacket,"['columbia', ""girls'"", 'humphrey', 'hills', 'puffer', 'jacket']","Jackets, Coats, Parkas, and Bombers",puffer
1055,Marmot Men's Drop Line Jacket,"['marmot', 'men', 'drop', 'line', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1056,Marmot Precip Jacket - Mens,"['marmot', 'precip', 'jacket', '-', 'mens']","Jackets, Coats, Parkas, and Bombers",jacket
1057,Marmot Men's PreCipÂ® Jacket - SLATE GREY - XL,"['marmot', 'men', 'precipa', 'jacket', '-', 'slate', 'grey', '-', 'xl']","Jackets, Coats, Parkas, and Bombers",jacket
1058,Marmot Men's Transcend Convertible Pant,"['marmot', 'men', 'transcend', 'convertible', 'pant']",Bottoms,pant
1059,Marmot Androo Beanie,"['marmot', 'androo', 'beanie']",,NA
1060,Marmot Men's PreCipÂ® Jacket - TEAM RED 6278 - S 41200,"['marmot', 'men', 'precipa', 'jacket', '-', 'team', 'red', '6278', '-', 's', '41200']","Jackets, Coats, Parkas, and Bombers",jacket
1061,Marmot Mens Fordham Down Puffer Vest,"['marmot', 'mens', 'fordham', 'down', 'puffer', 'vest']","Jackets, Coats, Parkas, and Bombers",puffer
1062,Marmot Men's Knife Edge Jacket,"['marmot', 'men', 'knife', 'edge', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1063,MARMOT Mens Black Pants M,"['marmot', 'mens', 'black', 'pants', 'm']",Bottoms,pants
1064,Marmot Men's Featherless Hybrid Jacket,"['marmot', 'men', 'featherless', 'hybrid', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1065,Marmot Precip Undercuff Glove Mens Black S,"['marmot', 'precip', 'undercuff', 'glove', 'mens', 'black', 's']",Headwear and Neckwear,glove
1066,Marmot Retro Trucker Hat,"['marmot', 'retro', 'trucker', 'hat']",Headwear and Neckwear,hat
1067,"Marmot Men's Fleece Glove, Black, Small","['marmot', 'men', 'fleece', 'glove', 'black', 'small']","Sweaters, Hoodies, Sweatshirts",fleece
1068,Marmot Men's Fordham Jacket,"['marmot', 'men', 'fordham', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1069,Columbia 7253 Men's Tamiami II Long-Sleeve Shirt,"['columbia', '7253', 'men', 'tamiami', 'ii', 'long-sleeve', 'shirt']",Shirts and Tops,shirt
1070,Columbia Men's Steens Mountain Full Zip 2.0 Jacket,"['columbia', 'men', 'steens', 'mountain', 'full', 'zip', '20', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1071,Columbia Men's Slack Tide Camp Shirt,"['columbia', 'men', 'slack', 'tide', 'camp', 'shirt']",Shirts and Tops,shirt
1072,Marmot Men's PreCipÂ® Jacket - BLUE SAPPH 2775 - S 41200,"['marmot', 'men', 'precipa', 'jacket', '-', 'blue', 'sapph', '2775', '-', 's', '41200']","Jackets, Coats, Parkas, and Bombers",jacket
1073,Columbia 2015 Men's Glennaker Lake Rain Jacket,"['columbia', '2015', 'men', 'glennaker', 'lake', 'rain', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1074,Columbia Men's Tamiami II Short-Sleeve Shirt | 7266,"['columbia', 'men', 'tamiami', 'ii', 'short-sleeve', 'shirt', '|', '7266']",Shirts and Tops,shirt
1075,Columbia Men's Silver Ridge Lite Long Sleeve Shirt,"['columbia', 'men', 'silver', 'ridge', 'lite', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1076,Columbia Men's Ascender Soft Shell - C6044,"['columbia', 'men', 'ascender', 'soft', 'shell', '-', 'c6044']","Sweaters, Hoodies, Sweatshirts",shell
1077,Marmot Mens Tullus Jacket 73710-001,"['marmot', 'mens', 'tullus', 'jacket', '73710-001']","Jackets, Coats, Parkas, and Bombers",jacket
1078,Columbia Bonehead Long Sleeve Collared Shirt - Fossil,"['columbia', 'bonehead', 'long', 'sleeve', 'collared', 'shirt', '-', 'fossil']",Shirts and Tops,shirt
1079,Columbia Men's Silver Ridge 2.0 Plaid LS Shirt,"['columbia', 'men', 'silver', 'ridge', '20', 'plaid', 'ls', 'shirt']",Shirts and Tops,shirt
1080,Columbia Men's Blood And Guts III LS Woven Shirt,"['columbia', 'men', 'blood', 'and', 'guts', 'iii', 'ls', 'woven', 'shirt']",Shirts and Tops,shirt
1081,Men's Ascenderâ„¢ Soft Shell,"['men', 'ascendera', 'soft', 'shell']","Sweaters, Hoodies, Sweatshirts",shell
1082,Columbia Men's Ascender Softshell Jacket,"['columbia', 'men', 'ascender', 'softshell', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1083,Columbia - Tamiamiâ„¢ II Long Sleeve Shirt - 128606,"['columbia', '-', 'tamiamia', 'ii', 'long', 'sleeve', 'shirt', '-', '128606']",Shirts and Tops,shirt
1084,Columbia Men's Delta Ridge Down Jacket,"['columbia', 'men', 'delta', 'ridge', 'down', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1085,"Columbia Blood and Guts III Long Sleeve Woven Shirt, Gulf Stream, Large","['columbia', 'blood', 'and', 'guts', 'iii', 'long', 'sleeve', 'woven', 'shirt', 'gulf', 'stream', 'large']",Shirts and Tops,shirt
1086,Columbia Men's PFG Tamiami II Long Sleeve Shirt,"['columbia', 'men', 'pfg', 'tamiami', 'ii', 'long', 'sleeve', 'shirt']",Shirts and Tops,shirt
1087,Columbia Men's Low Drag Offshore LS Shirt,"['columbia', 'men', 'low', 'drag', 'offshore', 'ls', 'shirt']",Shirts and Tops,shirt
1088,Columbia Men's Super Terminal Tackle LS Shirt,"['columbia', 'men', 'super', 'terminal', 'tackle', 'ls', 'shirt']",Shirts and Tops,shirt
1089,"Columbia Mens PFG Terminal Tackle Long Sleeve Tee , Key West/Vivid Blue Logo, XX-Large","['columbia', 'mens', 'pfg', 'terminal', 'tackle', 'long', 'sleeve', 'tee', '', 'key', 'west/vivid', 'blue', 'logo', 'xx-large']",Shirts and Tops,tee
1090,Marmot Alpha Direct Beanie,"['marmot', 'alpha', 'direct', 'beanie']",,NA
1091,Marmot Shadows Hat,"['marmot', 'shadows', 'hat']",Headwear and Neckwear,hat
1092,Marmot Men's Doubletuck Pant,"['marmot', 'men', 'doubletuck', 'pant']",Bottoms,pant
1093,Marmot Drop Line Jacket Steel Onyx,"['marmot', 'drop', 'line', 'jacket', 'steel', 'onyx']","Jackets, Coats, Parkas, and Bombers",jacket
1094,Marmot Men's Variant Jacket,"['marmot', 'men', 'variant', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1095,Marmot Men's Precip Jacket,"['marmot', 'men', 'precip', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1096,Marmot Men's Wiley Jacket,"['marmot', 'men', 'wiley', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1097,Marmot Men's PreCipÂ® Jacket - BLACK 001 - M 41200,"['marmot', 'men', 'precipa', 'jacket', '-', 'black', '001', '-', 'm', '41200']","Jackets, Coats, Parkas, and Bombers",jacket
1098,The North Face Men's Dunraven Sherpa Full Zip Fleece Jacket,"['the', 'north', 'face', 'men', 'dunraven', 'sherpa', 'full', 'zip', 'fleece', 'jacket']","Jackets, Coats, Parkas, and Bombers",jacket
1099,North Face Mens Logo Camo Hoodie,"['north', 'face', 'mens', 'logo', 'camo', 'hoodie']","Sweaters, Hoodies, Sweatshirts",hoodie
1100,The North Face Men's Junction Insulated Vest,"['the', 'north', 'face', 'men', 'junction', 'insulated', 'vest']",Vests,vest
1101,Columbia Men's Terminal Tackle 1/4 Zip Top,"['columbia', 'men', 'terminal', 'tackle', '1/4', 'zip', 'top']",Shirts and Tops,top
1102,columbia men's super bonehead classic long sleeve fishing shirt,"['columbia', 'men', 'super', 'bonehead', 'classic', 'long', 'sleeve', 'fishing', 'shirt']",Shirts and Tops,shirt
1103,Columbia Men's PFG Bahama Button Down Shirt,"['columbia', 'men', 'pfg', 'bahama', 'button', 'down', 'shirt']",Shirts and Tops,shirt
